IDCOMMANDES;NUMCOMMANDE;IDOFFRES;DATECOMMANDE;MONTANTHONOTAIRE;DATEDEMARRAGE;DUREE;NUMAFFAIRE;ADRESSEFACTURATION;EXONERETVA;PRECOMPTETVA
2068;P-126-11/NGD;2712;04/05/2011;472000;05/05/2011;3 mois;1877-CT-11;58, Avenue Faidherbe- Dakar;0;0
2069;P-097-11/SN;2682;02/05/2011;25000000;03/05/2011;20 mois;1878-CT-11;"Cabinet GAU
Avenue Cheikh Ahmadou Bamba X rue 38 Place de l?obÈlisque 
DAKAR
";0;0
2070;;2700;;3300000;;;;;0;0
2071;P-114A-11/MP;2700;06/05/2011;3300000;09/05/2011;10 mois;1879-CT-11;18, Avenue Malick Sy, Dakar;0;0
2072;P-135-11/NDN;2724;09/05/2011;255000;10/05/2011;3 mois;1880-CT-11;;0;0
2073;P-134-11/MD;2723;09/05/2011;423728;10/05/2011;3 mois;1881-CT-11;Parcelles Assainies UnitÈ 22 n¯379 ;0;0
2074;P-136-11/MP;2725;09/05/2011;500000;10/05/2011;3 mois;1882-CT-11;Diameguene Sicap Mbao- Dakar ;0;0
2075;P-281-10/PTN;2528;14/12/2010;675000;15/12/2010;3 mois;1883-CT-11;Direction des Travaux Maritimes du Cap-Vert ? BP. 4031 Dakar;0;1
2076;P-125A-11/SN;2711;23/05/2011;2100000;24/05/2011;9 mois;1884-CT-11;"SCI GEMAR s/c GAU
Avenue Cheikh Ahmadou Bamba X rue 38
Place de l?obÈlisque Dakar";0;0
2077;P-142-10/NGD;2731;23/05/2011;400000;24/05/2011;3 mois;1885-CT-11;;0;0
2078;P-139B-11/NDN;2728;24/05/2011;800000;25/05/2011;3 mois;1886-CT-11;5, Avenue Georges Pompidou;0;0
2079;P-131-11/NGD;2720;25/05/2011;400000;26/05/2011;3 mois;1888-CT-11;UCAD;0;0
2080;P-144-11/AD;2733;24/05/2011;127120;25/05/2011;3 mois;1889-CT-11;Dieuppeul 2;0;0
2081;P-117-11/FS;2735;24/05/2011;800000;25/05/2011;3 mois;1887-CT-11;Avenue Cheikh Anta Diop;0;0
2082;P-034-11/MP;2615;24/05/2011;4609325;26/05/2011;6 mois;1890-CT-11;"Direction GÈnÈrale du Port Autonome de Dakar
21, Bd de la libÈration
";0;0
2083;LETTRE DE COMMANDE N¯440/H11013/2011;2691;20/05/2011;3000000;07/06/2011;10 mois;1892-CT-11;52, Avenue Marcel Paul;0;0
2084;P-143-11/FS;2732;26/05/2011;150000;27/05/2011;3 mois;1891-CT-11;;0;0
2085;P-147-11/NGD;2737;26/05/2011;200000;27/05/2011;3 mois;1893-CT-11;Touba;0;0
2086;AVENANT P-292A-09/SN;2751;31/05/2011;1000000;01/06/2011;3 mois;1894-CT-11;13, rue Fleurus - Dakar ;0;0
2087;BON DE COMMANDE N¯221/11;2655;30/05/2011;650000;31/05/2011;15 jours;1895-CT-11;"SIVOP / Monsieur MOUKADER
Autoroute prolongÈe Pikine
B.P. 3313  -  Dakar";0;0
2088;P-032A-11/MP;2612;30/05/2011;3500000;31/05/2011;6 mois;1896-CT-11;CitÈ Bakhdate GS N¯8 - Louga;0;0
2089;P-151-11/NGD;2740;30/05/2011;0;31/05/2011;5 mois;1897-CT-11;VÇlingara;0;0
2090;P-150-11/PTN;2752;30/05/2011;254237;31/05/2011;3 mois;1898-CT-11;Hann Mariste 2 villa F51 - Dakar ;0;0
2091;P-115A-11/MP;2702;03/06/2011;850000;06/06/2011;1 an;1899-CT-11;Villa Hamoudy, Avenue AimÈe CÈsaire, Fann RÈsidence, Dakar ;1;0
2092;P-131-10/NGD ;2401;03/06/2011;4800000;06/06/2011;;1900-CT-11;A cÙtÈ de la SONATEL TOUBA ;0;0
2093;P-163-11/MD;2753;09/06/2011;250000;10/06/2011;3 mois;1901-CT-11;Sicap Mbao n¯86;0;0
2094;P-112B-11/MP;2698;10/06/2011;8500000;13/06/2011;18 mois;1902-CT-11;CGC  SENEGAL / Monsieur WANG Xiaozhen Villa 38G, Hann Maristes 1  BP 48188 MÈdina DAKAR / SENEGAL ;0;0
2095;P-152-11/NGD;2741;14/06/2011;7900000;15/06/2011;30 mois;1903-CT-11;"1, Avenue du SÈnÈgal ? CrÇdit Foncier

";0;0
2096;P-157-11/PTN;2774;16/06/2011;300000;17/06/2011;7 mois;1904-CT-11;Point E, Boulevard du Sud;0;0
2097;P-154C-11/NGD;2743;17/06/2011;5084745;20/06/2011;12 mois;1906-CT-11;"Immeuble Moustapha NDIAYE  S/C
CONCEPT ""A"" /  M. Mbaye WADE 42, Rue Victor HUGO - BP 12206 DAKAR";0;0
2098;P-138A-11/NGD;2727;23/06/2011;2000000;24/06/2011;8 mois;1908-CT-11;"HLM Grand Yoff CitÈ Assane Diop
Lot n¯28, 3Ëme Ètage
";0;0
2099;P-037-11/NDN;2618;23/06/2011;1250000;24/06/2011;3 mois;1909-CT-11;Ouest Foire, Dakar;0;0
2100;P-177-11/FF;2775;24/06/2011;340000;27/06/2011;3 mois;1910-CT-11;"Almadies-Dakar

";0;0
2101;P-186A-11/NGD;2777;29/06/2011;339000;30/06/2011;3 mois;1911-CT-11;258, HLM Grand Yoff- Dakar;0;0
2102;P-183-11/NGD;2772;30/06/2011;1000000;01/07/2011;;1912-CT-11;;1;0
2103;P-145-11/PTN;2734;12/07/2011;700000;13/07/2011;3 mois;1913-CT-11;Rue Alioune Badara Mbengue x Bd souleymane Bourel DIOUF;0;0
2104;P-274B-08/SN;784;12/07/2011;7000000;13/07/2011;18 mois;1914-CT-11;"40 Avenue Malick Sy

";0;0
2105;P-130A-09/BE;487;21/07/2011;10300000;22/07/2011;60;1915-CT-11;Rue 11 x 8 Fann RÈsidence;0;0
2106;P-197-11/NGD;2787;25/07/2011;466101;26/07/2011;3 mois;1916-CT-11;libertÈ 1- Dakar;0;0
2107;P-207-11/NGD;2796;25/07/2011;127118;26/07/2011;3 mois;1917-CT-11;"Madame DIOP
Ouest Foire  - DAKAR";0;0
2108;P-211-11/NGD;2800;28/07/2011;2700000;29/07/2011;3 mois;1918-CT-11;Guediawaye Terminus Daroukhane - DAKAR;0;0
2109;P-213-11/NGD ;2802;03/08/2011;400000;04/08/2011;3 mois;1919-CT-11;82, SacrÈ coeur III VDN - DAKAR ;0;0
2110;P-158-11/NGD;2747;05/08/2011;3400000;08/08/2011;8 mois;1920-CT-11;Avenue Cheikh A. Bamba X Rue 38 en face place de l'obÈlisque;0;0
2111;P-208-11/FF;2797;08/08/2011;300000;09/08/2011;3 mois;1921-CT-11;"Cabinet GAI- Point-E
Dakar- SÈnÈgal ";0;0
2112;P-184-11/NDN;2773;08/08/2011;160000;09/08/2011;3 mois;1922-CT-11;Km 22, route de Rufisque;1;0
2113;P-219-11/MP;2807;09/08/2011;150000;10/08/2011;3 mois;1923-CT-11;1304, HLM Grand Yoff Shelter II-Dakar ;0;0
2114;P-206B-11/NGD;2795;11/08/2011;12830000;12/08/2011;10 mois;1924-CT-11;"SacrÈ coeur n¯8518- BP 17271
Dakar libertÈ
";0;0
2115;P-218-11/PTN;2814;11/08/2011;820000;12/08/2011;3 mois;1925-CT-11;"Lot 15 Bis, zone 2 Corniche des Almadies

";0;0
2116;P-217A-11/NGD;2806;17/08/2011;2200000;18/08/2011;8 mois;1926-CT-11;" Lot N∞6 libertÈ 6 extension
DAKAR";1;0
2117;P-078A-11/NGD;2660;10/08/2011;1500000;11/08/2011;3 mois;1927-CT-11;Avenue Djily MBAYE x  Beranger Ferraud - Dakar ;0;0
2118;P-216A-11/NGD;2805;19/08/2011;2400000;22/08/2011;5 mois;1928-CT-11;villa 4023, AmitiÈ2;0;0
2119;P-232-11/NGD;2821;22/08/2011;300000;23/08/2011;3 mois;1929-CT-11;"I.D.C./T.P. -  Monsieur Le Directeur 
BP 5272 FANN - DAKAR";0;0
2120;P-215A-11/NGD;2804;22/08/2011;3750000;24/08/2011;10 mois;1930-CT-11;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2121;P-159A-11/NGD;2827;23/08/2011;700000;24/08/2011;14 mois;1931-CT-11;VDN, SacrÇ-C?ur III- n¯9365 Dakar;0;0
2122;P-235-11/NGD;2824;23/08/2011;250000;25/08/2011;3 mois;1932-CT-11;"Zone indutstrielle Sud Rocade Fann Bel Air

";0;0
2123;P-231-11/NGD;2820;25/08/2011;450000;30/08/2011;3 mois;1933-CT-11;"COCHAPEC  / Monsieur Vincent SARR ? SecrÇtaire GÈnÈral
3, Rue Paul HOLLE DAKAR";0;0
2124;P-236A-11/NGD;2825;25/08/2011;300000;30/08/2011;5 jours;1934-CT-11;"Dynamic MatÈriaux et Travaux
43, angle Boulevard gÇnäral de Gaulle
Dakar";0;0
2125;P-223-11/NGD;2811;29/08/2011;1500000;05/09/2011;8 mois;1935-CT-11;Sicap libertÈ VI Extention - villa N¯8759 bis;1;0
2126;P-221-11/NGD ;2809;01/09/2011;400000;07/09/2011;3 mois;1936-CT-11;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2127;P-222-11/NGD;2810;01/09/2011;300000;07/09/2011;3 mois;1937-CT-11;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2128;P-244-11/MFF;2840;05/09/2011;127119;06/09/2011;3 mois;1938-CT-11;Ouest Foire villa n¯22;0;0
2129;P-245-11/NGD;2841;06/09/2011;5500000;08/09/2011;12 mois;1939-CT-11;"HLM Grand Yoff CitÈ Assane Diop
Lot n¯28, 3Ëme Ètage
";1;0
2130;P-185-11/PTN;2776;09/09/2011;1200000;09/09/2011;3 mois;1940-CT-11;"2, Mohamed 5
";0;0
2131;P-249A-11/NGD;2838;08/09/2011;4000000;12/09/2011;9 mois;1941-CT-11;"EGBTP /  Amadou Hane SARL
MarÇchal Bugeaud
Kaolack- SÈnÈgal";1;0
2132;P-252A-11/NGD;2843;12/09/2011;4000000;13/09/2011;12 mois;1942-CT-11;Touba;0;0
2133;P-212-11/PTN;2801;13/09/2011;350000;14/09/2011;3 mois;1943-CT-11;Touba MosquÈe;1;0
2134;P-248-11/NGD;2837;14/09/2011;350000;15/09/2011;3 mois;1944-CT-11;;0;0
2135;P-205A-11/NGD;2794;16/09/2011;500000;20/09/2011;3 mois;1945-CT-11;"Avenue Roosevelt X Jambaar
Dakar
";0;0
2136;P-139-08/BE;0;14/10/2011;0;;;1342-CT-08;;0;0
2137;P-265-11/NGD;2867;14/10/2011;423730;;;1964-CT-11;;0;0
2139;P-274B-11/NGD;2868;10/10/2011;1500000;;;1958-CT-11;;0;0
2140;P-160A-11/NGD;0;;0;;;1961-CT-11;;0;0
2141;P-260A-11/NGD;2851;03/10/2011;5500000;01/03/2012;;1956-CT-2011;;0;0
2143;P-160A-11/NGD;2748;11/10/2011;11600000;;;1961-CT-11;"Banque Islamique du Niger
BP 12754 - Niamey
email : binci@intnet.ne
Tel. ; 227 20 73 27";0;0
2144;P-268-11/MP;2869;30/09/2011;400000;;;1955-CT-11;"Monsieur Amadou GUEYE S/C
GAU
Immeuble Fayáal rue Amadou A. Ndoye
X rue Huart - Dakar";0;0
2145;P-243A-11/NGD;2833;21/09/2011;2900000;21/10/2011;;1947-CT-11;"Monsieur le PrÈsident Directeur GÈnÈral
OMNIBAT
4, av. Cheikh Anta Diop
Route de Ouakam
Dakar";0;0
2146;P-266-11/NDN;2859;28/09/2011;0;28/09/2011;;1951-CT-2011;"Monsieur Pape Malick NDIAYE
Dakar
TÇl. : 77 569 46 88";0;0
2147;P-275-11/NGD;2870;12/10/2011;2966100;;;1962-CT-11;;0;0
2148;P-264-11/NGD;2871;27/09/2011;381355;;;1950-CT-11;"Babacar FALL
 Scat Urbam
";0;0
2150;P-280-11/NGD;2875;18/10/2011;450000;;;1965-CT-11;"ITALIANA COSTRUZIONI SUARL
HANN MARISTES U 43 - DAKAR
";0;0
2152;P-343-09/NGD/SK/MP;0;28/10/2011;0;;;1671-CT-10;;0;0
2153;P-242B-11/MP;2832;19/10/2011;3600000;19/10/2011;;;VDN SacrÈ coeur III N∞9365 - Dakar ;0;0
2154;P-294-11/NGD;2886;24/10/2011;550000;24/10/2011;;1968-CT-11;"Cheikh LO s/c Modou LO
TÇlÇphone : 77 634 80 67";0;0
2155;P-295-11/MP;2887;24/10/2011;250000;25/10/2011;;1967-CT-11;"Mme Khady DIOP
76A libertÈ VI extension
";0;0
2156;P-281A-11/NGD;2874;26/10/2011;4500000;;12 mois;1969-CT-11;"Cheikh Ahmed MBACKE
Khalif GÈnÈral de Darou Khoudoss
s/c Abdoulaye KA
TÇlÇphone : 77 541 55 37";0;0
2157;P-269-11/MP;2888;27/10/2011;100000;;;1971-CT-11;"Monsieur le Directeur
SAHEL BUILDING
81, HLM Grand MÇdine Extension
Dakar
TÇlÇphone : 33 855.92.92 / 77 639.69.93";0;0
2158;P-064D-11/NGD;2646;27/10/2011;7000000;;;1970-CT-11;"Monsieur DiÈry SECK / SCI MONTOIT  
 Zone 15 ? Almadies
BP 29981 - DAKAR";0;0
2159;P-300A-11/NGD;2890;28/10/2011;550000;;;1972-CT-2011;16 CitÈ Djily MBAYE;0;0
2160;P-304-11/PTN;2838;31/10/2011;4000000;;;1973-CT-11;"A l'attention de Monsieur le Directeur
EGBTP
BP 1232 Touba
BP 639 - dakar";0;0
2161;P-240-11/SN;2866;12/10/2011;2900000;17/10/2011;;1963-CT-11;"SUNEOR EID
PLACE AMILCAR CABRAL
BP 3750 DAKAR";0;0
2162;P-278-11/NGD;2877;02/11/2011;1300000;;;1974-CT-11;"A l'attention de Monsieur le Directeur
SENTEC
Ex 10e RIAOM
BP 3108 Thiäs";0;0
2163;P-276-11/NGD;2893;27/10/2011;3900000;;;1976-CT-11;"A l'attention de Monsieur le Directeur
de la SUNEOR
32, 36 Rue du Dr Calmette
BP 639 - Dakar";0;0
2164;P192-11/MP;2782;03/10/2010;800000;11/10/2011;;1959-CT-11;;0;0
2165;P-299-11/NGD;2894;11/11/2011;750000;11/11/2011;;1977-CT-11;"Route de l'Aeroport en face du Stade
BP 2971 - Dakar";0;0
2166;P-263A-11/MP;2895;;4200000;;;1979-CT-11;;0;0
2167;P-289-11/NGD;2896;11/11/2011;1600000;11/11/2011;;1978-CT-11;"A l'attention de Monsieur le Directeur
BHS
BP 229 Dakar
BP 639 - dakar";0;0
2168;P-301-11/NGD;2897;14/11/2011;5000000;;;1980-CT-11;"CitÈ Goumel Villa n¯454
Ziguinchor";0;0
2169;P-203-11/PTN;2898;15/11/2011;1500000;26/03/2012;;1981-CT-11;"A l'attention de Monsieur le Directeur
TOTAL SENEGAL
Km 3, bd du centenaire de la  commune de Dakar
";0;0
2170;P-237A-11/NGD;2899;28/09/2011;1000000;28/09/2011;;1952-CT-11;"Monsieur Alpha Amadou DIALLO
CitÈ Africa Ouakam
TÇl. : 77 533 70 71";0;0
2171;P-045A-11/FS;2900;07/09/2011;1105000;12/10/2011;;1949-CT-11;"A l'attention de Monsieur le Directeur
SEGOA
KM 3.5 bld de la commune du centenaire de Dakar";0;0
2172;P-271A-11/MP;2882;;600000;;;;;0;0
2173;P-262A-11/NGD;2901;11/10/2011;4830508;23/11/2011;6 mois;1960-CT-11;"Monsieur le Directeur 
EGB
Quartier Thierno Kandji- Diourbel
TÇlÇphone : 77 545 06 19/33 971 54 26
";0;0
2174;P-084B-11/NGD;2902;16/11/2011;3200000;;;1982-CT-11;Km 8 Bd du centenaire de la commune de Dakar ;0;0
2175;P-311-11/MP;2903;17/11/2011;1600000;17/11/2011;;1983-CT-11;"AFEC
15, Av. Bourguiba - Dakar
TÇl. : 77 638 29 13";0;0
2176;P-267-11/SN;2905;03/11/2011;8528720;;;1985-CT-11;"ETAT FRANCAIS
MINISTERE DE LA  DEFENSE ET DES ANCIENS COMBATTANTS";0;0
2177;P-188A-11/NGD;2907;17/11/2011;16949152;18/11/2011;10 MOIS ;1986-CT-11;;0;0
2178;P-165A-11/NGD;2915;30/09/2011;3190000;30/09/2011;;1954-CT-11;;0;0
2180;P-164A-11/NGD;2916;25/09/2011;3190000;;;1953-CT-11;"Imm. Fayáal
Rue Amadou A. Ndoye X Rue Huart
";0;0
2181;P-303A-11/NGD;2917;19/11/2011;1500000;;;1987-CT-11;"Agriculture 
Km2, Route de Diama
BP 1105";1;0
2182;P-290A-11/NGD;2918;21/11/2011;9500000;21/11/2011;16 mois;1988-CT-11;"Rue 66 X Corniche Ouest
Fann SoumbÇdioune Ö Dakar
BP: 10497 Dakar libertÈ";0;0
2183;P-291A-11/NGD;2919;22/11/2011;338983;23/11/2011;;1922-CT-11;"16, CitÈ Sonatel III
Ouest foire 
Dakar";0;0
2184;P-317-11/NGD;2921;22/11/2011;550000;22/11/2011;;1990-CT-11;" Lot N∞6 libertÈ 6 extension
DAKAR";1;0
2185;P-316-11/NGD;2922;22/11/2011;4000000;23/11/2011;;1991-CT-11;" Lot N∞6 libertÈ 6 extension
DAKAR";0;1
2187;P-318-11/NGD;2923;23/11/2011;500000;;;1993-CT-11;"CITE GOUMEL VILLA n¯454
ZUINCHOR";0;0
2188;P-314A-11/NGD;2909;23/11/2011;3500000;;;1994-CT-11;2, Rue Vincens - Dakar;0;0
2189;P-298-11/NGD;2924;23/11/2011;1800000;;;1995-CT-11;N¯7, Nord Foire - Dakar ;0;0
2190;P-229A-11/NGD;2872;04/10/2011;31703390;18/11/2011;;1957-CT-11;"SENEGINDIA SARL
Route de Sebiponty ? Diamniadio
Dakar
";0;0
2191;P-270-11/BE;2926;03/11/2011;2737388;;;1984-CT11;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";0;0
2192;AVENANT  P-314A-10/BE;2927;28/11/2011;1350000;;;1997-CT-11;"Rue AimÈ CÈsaire - Fann RÈsidence 
DAKAR 
";0;0
2193;P-321-11/NGD;2929;29/11/2011;650000;;;1988-CT-11;OUEST FOIRE EN FACE CICES;0;0
2194;P-305-11/NGD;2930;;950000;;;;1304, HLM Grand Yoff Shelter II-Dakar ;0;0
2195;P-312A-11/NGD;2931;30/11/2011;7000000;;;2000-CT-11;Autoroute x croisement CambËrËne - Dakar ;0;0
2196;P-288-11/FS;2948;14/11/2011;4200000;;;;"ETAT FRANCAIS
MINISTERE DE LA DEFENSE ET DES ANCIENS  COMBATTANTS";1;0
2197;AVENANT P-131-11/NGD;2951;02/12/2011;250000;;;;UCAD;1;0
2198;P-164-11/NGD;2916;;3190000;;;;Imm. FayÁal Rue Amadou A. Ndoye X Rue Huart;0;0
2199;P-256-11/NGD;2847;;100000;;;;110, Sotrac Mermoz- Dakar;0;0
2200;P-322-11/NDN;2941;;200000;;;;Km 22, route de Rufisque;0;0
2201;P-128B-09/SN BC N¯000814;2957;13/12/2011;500000;14/12/2011;;2003-CT-11;;0;0
2202;P-331-11/NGD;2933;;3800000;;;;Place de l'O.I.T.  rond point Colobane - Dakar ;0;0
2205;P-330-11/NGD;2934;14/12/2011;3200000;;;2004-CT-11;Place de l'O.I.T.  rond point Colobane - Dakar ;0;0
2206;AVENANT P-064D-11/NGD;2961;01/01/2016;500000;22/12/2011;5 jours;2007-CT-11;"Monsieur Diery SECK
 DAKAR";0;0
2207;P-332-11/NGD;2932;27/12/2011;850000;;;2009-CT-11;4, Avenue Cheikh Anta DIOP - Rte de Ouakam - Dakar ;0;0
2208;P-346-11/NGD;2967;27/12/2011;2300000;;;2008-CT-11;4, Avenue Cheikh Anta DIOP - Rte de Ouakam - Dakar ;0;0
2209;P-193B-09/NGD;2975;28/12/2011;2901695;;08 MOIS;2012-CT-11;;0;0
2210;P-348A-11/NGD;2969;28/12/2011;1300000;;;2013-CT-11;P 362, Rue du Souvenir ;1;0
2211;P-282-11/NGD;2873;28/12/2011;4500000;;;2010-CT-11;15, Parc Ö Mazout  - DAKAR ;1;0
2212;P-357-11/NGD;2979;04/01/2012;2000000;;;2016-CT-12;15, Parc Ö Mazout  - DAKAR ;0;0
2213;P-336-11/SN;2982;03/01/2012;400000;05/01/2012;2 MOIS;2015-CT-12;;0;0
2215;P-351-11/NGD;2972;03/01/2012;500000;;;2014-CT-12;;0;0
2216;P-001-12/MP;2983;06/01/2012;100000;;;2017-CT-12;CITE SAGEF 1, N¯19 OUEST FOIRE - DAKAR;0;0
2218;P-324-11/NGD;2940;09/01/2012;350000;;;2018-CT-12;HLM 5 - Immeuble P 1er Ètage  - Dakar ;0;0
2219;P-010-12/AD;2992;10/01/2012;100000;;;2019-CT-12;SacrÈ coeur 3 villa N¯9732 - DAKAR ;0;0
2220;P-003-12/NGD;2985;13/01/2012;400000;;;;C.S.T.P. /SC AGETIP Pikine Route des Niayes Parcelles N∞7749 Pikine;1;0
2221;P-319A-11/NGD;2994;13/01/2012;600000;13/01/2012;;2020-CT-12;LIBERTE 6 EXTENSION VDN LOT 10 1E ETAGE;0;0
2222;P-012-12/NGD;2995;13/01/2012;3750000;;;2022-CT-12;"442, rue 17 Santhiaba
Ziguinchor";0;0
2223;P-359-11/BE;2981;10/01/2012;1;;;2023-CT-12;"LycÇe Franáais de LomÇ 
av. FJ Strauss BP 3544 LomÇ Togo";0;0
2224;P-355-11/NGD;2977;17/01/2012;4000000;18/01/2012;;2023-CT-12;15, Parc Ö Mazout  - DAKAR ;0;0
2225;P-016-12/NGD;2999;17/01/2012;150000;;;2025-CT-12;MARISTES II N¯228Y - DAKAR;0;0
2226;P-021-12/NGD;3004;19/01/2012;3500000;;;2027-CT-12;TOUBA MOSQUEE;0;0
2227;P-022-12/NGD;3006;24/01/2012;720000;16/01/2012;6 MOIS;2032-CT-12;"ROUTE DE RUFISQUE
EN FACE SEIGNERIE
DAKAR";0;0
2228;P-014-01/NGD;2997;24/01/2012;500000;16/01/2012;6 MOIS;2031-CT-12;"ROUTE DE RUFISQUE
EN FACE SEIGNERIE
DAKAR";0;0
2230;P-015-12/NGD;2998;24/01/2012;750000;16/01/2012;6 MOIS;2033-CT-12;"ROUTE DE RUFISQUE
EN FACE SEIGNERIE
DAKAR";0;0
2231;P-309A-11/NGD;3013;26/01/2012;5450000;;;2034-CT-12;"s/c GA2D
Rue 1 x A ? Point E ? Dakar";0;0
2232;P-007-12/NGD;2989;30/01/2012;2500000;;;2035-CT-12;Quartier Thierno Kandji - DIOURBEL ;1;0
2233;P-028-12/NGD;3016;31/01/2012;450000;;;2036-CT-12;Rue Faidherbe LÈona - Kaolack ;0;0
2234;P-320A-11/SN;3019;01/02/2012;2800000;;12;2037-CT-12;"HLM Grand Yoff CitÈ Assane Diop
Lot n¯28, 3Ëme Ètage
";1;0
2236;P-033-12/NDN;3017;01/02/2012;400000;;;2038-CT-12;170, CITE ASECNA DAKAR;0;0
2237;P-358B-11/NGD;3021;03/02/2012;3000000;;08 MOIS;2041-CT-12;"SARRE CONS ? Monsieur le Directeur  
67557 libertÈ 6 - DAKAR ";0;0
2238;P-036-12/NGD;3022;03/02/2012;500000;;;2040-CT-12;;0;0
2240;P-035A-12/NGD;3023;06/02/2012;225000;;;2042-CT-12;Lot N∞36 zone industrielle SODIDA - Dakar ;0;0
2241;P-034-12/MP;3018;09/12/2011;250000;;;2039-CT-12;Route des Almadies - DAKAR ;0;0
2242;P-038-12/NGD;3025;10/02/2012;450000;;;2043-CT-12;C.S.T.P. /SC AGETIP Pikine Route des Niayes Parcelles N∞7749 Pikine;0;0
2243;CONVENTION N¯10175A;2517;14/02/2012;30000000;;;1784-CT-10;"RÈsidence BAOBOLONG
SALY";0;0
2244;P-039-12/PTN;3026;15/02/2012;980000;;;2044-CT-12;"SONATEL 6, rue Wagane Diouf 
BP 69 - DAKAR";0;0
2246;P-334A-09/NGD/SK;3035;13/02/2012;8500000;;24 MOIS;1613-CT-10;MBOUR NIANING;0;0
2247;P-044A-12/AD;3032;16/02/2012;475000;;3 JOURS;2045-CT-12;Lot N∞36 zone industrielle SODIDA - Dakar ;0;0
2248;P-048-12/NDN;3037;21/02/2012;200000;;;2046-CT-12;Km 22, Route de Rufisque - DAKAR ;0;0
2249;P-029A-12/NGD;3014;05/03/2012;500000;;5 MOIS;581-CT-12;;1;0
2250;P-054-12/NGD;3043;09/03/2012;7000000;;;2051-CT-12;Touba MosquÈe;1;0
2251;P-006-12/NGD;2988;09/03/2012;500000;;;2052-CT-12;;0;0
2252;P-053-12/MP;3042;28/02/2012;100000;;;2053-CT-12;;0;0
2253;P-056-12/PTN;3045;01/03/2012;750000;;;2049-CT-12;;0;0
2254;P-062A-12/PTN;3052;13/03/2012;600000;;;2055-CT-12;15, Parc Ö Mazout  - DAKAR ;0;0
2255;P-049-12/NDN;3038;13/03/2012;2276000;;;2056-CT-12;"Imm. Fayáal
Rue Amadou A. Ndoye X Rue Huart
";0;0
2257;P-065-12/PTN;3004;;3500000;;;2057-CT-12;TOUBA MOSQUEE;0;0
2258;P-063-12/MP;3053;14/03/2012;600000;;;2058-CT-12;Grand Dakar, derriËre la Mairie, N∞30B - DAKAR ;0;0
2259;P-067-12/AD;3056;;3200000;;;;29, rue Valmy X rue 38 Grasland;1;0
2260;P-067-12/AD;3056;16/03/2012;3200000;;;2060-CT-12;29, rue Valmy X rue 38 Grasland;0;0
2261;P-051A-12/SN;3040;20/03/2012;1500000;;5 MOIS;2062-CT-12;"SAIM NONI / Monsieur Riad HACHEM  	 	
121, Avenue du PrÈsident Lamine GUEYE x Rue Carnot 
DAKAR ";0;0
2262;P-071-12/NGD;3060;20/03/2012;3500000;;;2063-CT-12;Grand Dakar, derriËre la Mairie, N∞30B - DAKAR ;0;0
2263;P-050-12/NDN;3039;14/03/2012;2224000;;;2059-CT-12;"Imm. Fayáal
Rue Amadou A. Ndoye X Rue Huart
";0;0
2264;P-206C-11/NGD;3020;02/02/2012;12830000;;;2039-CT-12;"SacrÈ coeur n¯8518- BP 17271
Dakar libertÈ
";0;0
2265;P-068A-12/NGD;3057;21/03/2012;2000000;;;2064-CT-12;4, COMICO 3 VDN DAKAR;0;0
2266;P-058A-12/BE;3049;16/03/2012;1695000;;;2061-CT-12;Km 8, route de Rufisque - DAKAR ;0;0
2267;P-074-12/NGD;3063;22/03/2012;250000;;;2066-CT-12;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2268;P-075-12/NGD;3064;22/03/2012;400000;;;2065-CT-12;"Km 3, Bd. du centenaire de la commune de Dakar
";0;0
2269;P-082-12/MP;3072;23/03/2012;1000000;26/03/2012;;2068-CT-12;A cÙtÈ de la SONATEL TOUBA ;1;0
2270;P-077-12/MP;3066;26/03/2012;100000;;;2069-CT-12;PIKINE TALLY BOUMACK CANADA;0;0
2271;P-083-12/NGD;3073;27/03/2012;300000;;;2070-CT-12;;0;0
2272;P-079-12/NDN;3069;28/03/2012;800000;;02 MOIS;2071-CT-12;"SIVOP / Monsieur MOUKADER
Autoroute prolongÈe Pikine
B.P. 3313  -  Dakar";0;0
2273;P-087-12/MP;3077;29/03/2012;125000;;;2072-CT-12;;0;0
2274;P-088-12/PTN;3078;06/04/2012;750000;;;2073-CT-12;KM 11, Route de Rufisque;0;0
2275;P-66A-12/PTN;3067;06/04/2012;450000;;;2074-CT-12;KM 11, Route de Rufisque;0;0
2276;P-093-12/NDN;3083;10/04/2012;250000;;;2075-CT-12;;0;0
2277;P-064-12/AD;3054;12/04/2012;450000;;;2076-CT-12;HLM 5 - Immeuble P 1er Ètage  - Dakar ;0;0
2278;P-041A-12/PTN;3029;24/02/2012;1650000;;;2047-CT-12;"SONATEL 6, rue Wagane Diouf 
BP 69 - DAKAR";0;0
2279;P-102-12/NDN;3094;16/04/2012;127118;;;2077-CT-12;SICAP DIEUPPEUL 2 VILLA 2460 B;0;0
2280;P-076A-12/MP;3065;18/04/2012;3300000;;;2079-CT-12;KM 5 AVENUE CHEIKH ANTA DIOP;0;0
